Text,Label
ಎಂಚಿನ ಸಾವ್ ಮಾರಾಯ ಉಂದು ದಾದ ಮೂವಿಯ 😂😂😂ಲಗಾಡಿ ದತ್ತರ್ ತುಲು ಮೂವಿನ್,Negative
good acting.  contemporary problem..Thanks to orgnisers,Not Tulu
Well done 👍 Congratulations 🎉,Not Tulu
"military bagge pathera kend kananeer bathnd,vijayanna mast edde kelsa malthonduller,",Positive
Super comdey 👍👍dheeraj sir ❤❤,Positive
ಉಂದೆನ್ ತೂನಗ ಬುಲ್ಪ್ಯರೆ ಬರ್ಪುಂಡು...,Mixed
"""Thanks from the whole team of MIK.",Not Tulu
Roopesh annana edde aapundu,Positive
Kakke Chichchi Malthndandh,Mixed
"""bakwaas.ponnagh respect koriyere kaltijarda, nikalenane arepu aavu. buddivanter janakulula inchinen toodu telipuvera ? nachike aavodu.""",Negative
Kukula borchi gonkula borchi 😂,Neutral
"""Extraordinary performance, I agreed what Mithun Rai told about the new players.",Not Tulu
Masth shoku athnd,Positive
Yashvanthi Suvarna Er malla Celebrities athe padle,Neutral
jaga da abhavada karana punishment n road da nadut malthini,Mixed
Sundara shabdamale🎉 ......,Not Tulu
Yanla Shave malte marre,Neutral
ha ha ha....super,Positive
ನಿಮ್ಮಿಬ್ಬರ ಅಭಿನಯ ಸಖತ್ ನಗು ತರಿಸುತ್ತೆ . Made for each other,Not Tulu
"No commEnglishts, very good story. Everything is  unmarkable.thanks to all artist.",Positive
Mast laiku atundu 😂😂,Positive
LOVE FROM UDUPI 💓😍❤,Not Tulu
"""Santhu na mone athijinda....",Neutral
"LOVE FROM KUDLA E-sport""",Not Tulu
"Dental Consonant: tha, ಥ, ഥ

#TuluBaravu
#ReviveTuluScript ",Neutral
Beat sense op 😝,Not Tulu
ಸಂಸ್ಕೃತಿ ಬಗ್ಗೆ ಒಳ್ಳೆಯ ಮೆಸ್ಸೆಜ್,Not Tulu
ಅಮರ್ ಇರ್ನ ಸಾಹಿತ್ಯ ❤. ಎಡ್ಡೆ ಆವಡ್🎉,Positive
Past yade cmdy ethda ethe iji cmdy yade,Negative
superb act sharath music was good,Not Tulu
Yes...erena aathla acting ijjara,Neutral
Twis is Hilarious broo* *Namana anne Storyd twist korpunait expert maare,Positive
Omg ....12 min of non stop laughter 😂😂😂🔥,Not Tulu
Also Pizzaaaaa huttttttt 😂🤣,Not Tulu
Super actor deepak rai,Not Tulu
ಇದು ಸಿನಿಮಾ ನಾ ನಾಟಕ ನಾ,Not Tulu
Bere content sigalva nimge... Tuooo baddetava.,Not Tulu
@saaniyasaanu27  sathya .  Haha,Neutral
UNDHU MOVIE NA SERIAL HA 😪,Neutral
Super brooooo.satya e review tudu bk enk super da spelling marath pondhu,Positive
Sundar rai mandara parakke puwakhe,Neutral
Shokathnd...Halli da scene,Positive
Nice one loved it ❤❤❤❤❤❤,Not Tulu
Bro wwe da vedio manipe plz,Not Tulu
"""Bayankara mare . Yanchina comedy",Positive
Your pukli song is superb 😂,Not Tulu
ajji enna onjji,Positive
Inchene respect korondh ipule 😂,Positive
Headphones alert g 3 seconds maatra na...😂😂😂 0:40,Neutral
Kuku nina ammalth 😂😂,Negative
Not Manju rail level show,Not Tulu
"""Bloopers are there at the end of the video.",Not Tulu
"""Onji timed yeth jolly itthnd cha park teamd....lokesh shetty barke",Positive
Agreegoldd dha kkhnnnndnhy 2005 ponddu..written by padmavathi LIC medam,Neutral
ಭಾಷಣ ಒಂಜಿ ಬುಡ್ಯೆರ್ ಅತ್ತಾ,Neutral
Paapa Mande Becha Malpochi Yedde Maldhar ...,Mixed
"yane arjunna big fan', ""It's nice song"", 'fell the beet",Positive
ಸೂಪರ್...ಅಮರ್ ಮತ್ತು ತಂಡಕ್ಕೆ ಹಾರ್ಧಿಕ ಶುಭ ಕಾಮನೆಗಳು 🙏🙏,Positive
Shewtha aunty 👌  agidhe,Not Tulu
manish Jay er onji malthdh tojale Anna apanda comedy yencha pandh papà akleg gothuji 😂🥱,Negative
Best Thulu nataka for ever!!,Not Tulu
Lyrics super ❤i love this song..,Not Tulu
ಸಂತು ಇಜಂದೆ ಬಜಿ ಬೋರ್  ಅತಂಡ್ ವಿಡಿಯೋ.....,Neutral
CK Annan thunaga 35years back Manglore bus conductor thuilekka aand.akul enchane jagala malthondither.,Mixed
Ponnu melgai analu melu kai padra apuji,Mixed
Timmappa kulal childhood favourite 🔥,Not Tulu
ಜೂನಿಯರ್. ಮುತ್ತಪ್ಪ ರೈ 😘😘,Not Tulu
Nigale byari base super,Not Tulu
Shutterboxdakalna ottugu tuye. Mast yedde suddhi.urudu paatherna lekka aapundu..,Positive
Nookodchi anna...bday jithesh na,Negative
"""Funfact :- 'typewriter' comes in single strip.",Not Tulu
Mokeda ajiii.... Jasti paterunda petu nigantu......😝😜😜😜😜😜😜😜,Mixed
I'm from Mumbai but know Tulu very well because our village is Manglore....,Not Tulu
yan eth dhina ode podhithe,Neutral
Bro er ovu brand the drinks malpuna,Neutral
"""Beautiful touch of raagas by Dheeraj Rai, awesome Bhagavathike!!! ❤❤""",Not Tulu
full video ijje  bro,Neutral
I love u ajji she is so cute.,Positive
Sundara bangady ijjinda yaksharasa malpochi annere bore apundu,Negative
ಬಾರಿ ಸೋಕು ವುಂಡು ವಿಡಿಯೋ,Positive
Kuda thelipaale baari laaik athnd...,Positive
yenchi sav blinking ya,Negative
In Kannada full video please,Not Tulu
Full movie yepa paaduvar e varsha avaa??,Mixed
"""Daala arthaiji aandala sokitthnd",Mixed
bhari shoku  undoo,Positive
Inchane kudonji prasanga g kathondulla.. prajwal👌🔥😍,Positive
"""loved the trailer, all the best team. 😅""",Not Tulu
"ದಿನೇಶ್ ಅಣ್ಣನ ಕಾಮಿಡಿ ಸೂಪರ್ ಬಾರಿ ಪೊರ್ಲು ಆತುಂಡು""",Positive
"ಚೆನ್ನೆಮಣೆ' ಏಪ ಗೊಬ್ಬೊಡು?
#ನಿಕುಲೆಗ್_ಗೊತ್ತುಂಡಾ?
#KooInTulu ",Neutral
I got 3 china apps in the advertisement.,Not Tulu
"Tulu Comedy Nataka at DUBAI | Devdas Kapikad ,Bhojraj Vamanjoor , Arvind Bolar",Not Tulu
"ತುಳುನಾಡ್‌ದ ಐಸಿರ, ಪೊಲಿತ ಬಗ್ಗೆ ಹವ್ಯಕಬಾಸೆದ ಒಂಜಿ ಜನಪದ ಪಾಡ್ ಇಂಚ ಪನ್ಪುಂಡು.

#ತುಳು
#KooInTulu ",Neutral
Sir erna pukuli maya atinda,Neutral
ಇಂಚಿನ ನಾಟಕ ಫರ್ಸ್ಟ್ ಟೈಮ್ ತೂಪಿನಿ vamanjoord super,Positive
♥️♥️super song akka I ilke this song,Positive
Crezzy bro next film shoud be on pk,Not Tulu
E surut hair cutting malpu mare😂,Neutral
Movie upload malpu le anna,Neutral
"ಪುರಾಣೊಲೆನ ಪ್ರಕಾರೊ ಮುಂಡ್ಕೂರ್‌ಡ್ ದೇವಿ ದುರ್ಗಾಪರಮೇಶ್ವರಿ ಮುಂಡಾಸುರನ ಸಂಹಾರ ಮಲ್ತೆರ್ ಪಂದ್ ತೋಜಿದ್ ಬರ್ಪುಂಡು.
ತುಳು ಪಾಡ್ದನೊಲೆಡ್ಲಾ ಮುಂಡ್ಕೂರ್‌ದ ಬಗ್ಗೆ ಉಲ್ಲೇಖೊಲು ಉಲ್ಲ. 

#KooInTulu ",Neutral
Bagavathike Super Super super,Positive
Hi  Daijiworld  ನಮಸ್ತೆ  last message Very Nice sir watching From Bangalore,Not Tulu
Super undu comidy,Positive
Super pigure in lady get up supeeeeeerrrrrrrr,Not Tulu
randeep hooda tuyeda ayana initial gadi gadi change apuna toode bal dethone,Mixed
"ಕಾರ್ಲ ವಲಯದ ಕೂಡುಪಟ್ಟಾಂಗ

#JaiTulunad #Karla ",Neutral
Ek dam chukki bruhh,Not Tulu
Prayadagalenu patherpad thamashe malpare balli...nankula praya apundu...video poora kaledu maja malpare balli jokuleeee....,Positive
Baari onji bejarda story masth shoku aathind,Positive
Kudladakulu matha serdu ayeg onji posa pukuli gift malpuga🙏,Neutral
Deeraj rai super bhagavathike,Not Tulu
"ಗಿಜಿ ಗಿಜಿ , ತೊಟ್ಟೆದ sound ,,ಸೂಪರ್",Positive
"Annil sir,sundar rai sir, thulu nad da malla actors supr athnd supr story,acting",Positive
"Because of santhu show super apundu thuyere""",Positive
Aidth dumbu director GVM ta kenda gottavu 😂😂😂😂,Neutral
Bombbb🔥💥❤️must yedde athnddd,Positive
good act   all the best  ....... shivannana  coments bakala supper athunda,Positive
namma TV pls uplode more vedio for team prshamsa,Not Tulu
Tik tok hoki  vdo khoi pukuli maya,Not Tulu
"Thank you Namma TV !!""",Not Tulu
Av madmalna dodammana magal avodu cute sis ️,Positive
Plz plz niklena maraka supar,Positive
Ha ha ha wa comidi mare,Positive
Super one bro..10min max video malpi😇,Positive
From Pradeep Abudhabi…,Not Tulu
Keep Supporting and Rocking!!,Not Tulu
"Nasal Consonant: na, ನ, ന

#TuluBaravu
#ReviveTuluScript ",Neutral
Nice song love from mangluru,Not Tulu
Full movie upload malpule plzzzzzzzz,Positive
We request you to visit Mangalore and sing this song😂😂,Not Tulu
Sanchari polisaru saryagi mask hakuttlaa,Not Tulu
😂😂 avasthe mare.... 🤣🤣🤣,Neutral
I am big fan of bale telepale  good keep it up,Not Tulu
i am listening to this kind of songs❣️ and music 🎵 hosom 💕💕,Not Tulu
🤣🤣🤣👌👌tulu Natakad upunath comedy tulu filmd uppujji,Positive
Full movie padleye plz...,Positive
ಪುಷ್ಪಲತರವರ ಕನ್ನಡ ಕಂಡು ಕನ್ನಡಪರ ಸಂಘಟಕರ ಹೃದಯ ಢಮ್ ಆಗುವುದರಲ್ಲಿ ಯಾವುದೇ ಸಂದೇಹವಿಲ್ಲ,Not Tulu
"ಜೈ ತುಲುನಾಡ್ (ರಿ.) ಸುಳ್ಯ ಎಗ್ಗೆದ ಪದುಕೆರೆರ್ದ್ ಕುಕ್ಕೆ ಸುಬ್ರಹ್ಮಣ್ಯಡ್ *ತುಲು ಬರವು ಗಲಸುಗ* ಅಭಿಯಾನ
#TuluBaravuGalasuga
#TuluScript #TuluLipi
#KukkeSubrahmanya #JaiTulunad ",Neutral
Papa marree  yerdala extra pukuli ethnda ayag korle  marre,Negative
Super aar black kobra ulleratha aar super,Positive
Idi asia kandadu....ninnachina onje piece ippunu.. actually undu correct pandar,Positive
"gottu ittụṇḍa mini yaṅkụ teripāle. solmelụ "", 'Hi dooooooo do  do",Positive
"ಉಚ್ಚಿಲ ಮಹಾಲಕ್ಷ್ಮಿ ದೇಲಂತಡೆಟ್ ತುಲು ಲಿಪಿಟ್ ಪುದರ್ ಪಲವೆ ಪಾಡೊಡ್ಂದ್ ಬಿನ್ನಪು

 ತುಲು ಬರವು ಅಭಿಯಾನ

#TuluScriptNameBoard #TuluScript #TuluLipi #TuluBaravu #TuluBarahu #JaiTulunad #Ucchila #Odipu #Tulunad #Tulu ",Neutral
Santu na avu tupale 🤣( moone),Neutral
Nanala nama raisodu tulu bhashe bulevodu,Positive
Super bega episode 2 budle,Positive
Super bro love you bro,Not Tulu
Nellu team bale thelipaleg yepa barper akul kuda barodu please please,Positive
Pukuli 2 is coming soon 🤣🤣,Not Tulu
Only TULUNADU people understand the lyrics 🔥😂🤣🤣,Not Tulu
"ಆಟದ ಪಿತಾಮಹ ಪಂದ್ ಏರೆಗ್ ಪನ್ಪೆರ್ ಗೊತ್ತುಂಡೇ?
#ನಿಕುಲೆಗ್_ಗೊತ್ತುಂಡಾ?
#KooInTulu ",Neutral
Song d full pukuli ye jinjadher,Neutral
+Anish Dsouza SUBSCRIBE our CHANNEL www.youtube.com/nammatvchannel,Not Tulu
Hello.  guys  pls pls  change  that  M.C  first.,Not Tulu
This video was not good compering to other ones,Not Tulu
"ಎಂಕ್ಲೆನ ಅರಿಕೆಗ್ ಸ್ಪಂದನೆ ಕೊರ್ದು ಜಿಲ್ಲಾಧಿಕಾರಿಲು ಮುಖ್ಯಮಂತ್ರಿಲೆನ ಆಪ್ತ ಕಾರ್ಯದರ್ಶಿಲೆಗ್ ಓಲೆ ಬರೆತೆರ್.

ಸೊಲ್ಮೆಲು 🙏 ",Positive
"""Nice bro yedde atundu yeklena support yepala uppundu 💥🚩🙏🙏",Positive
Suparr jai thulu nadu,Positive
ಇದು ಯಾವ ಭಾಷೆ ಅಣಾ,Not Tulu
Poppa nataka spr undu..full nataka padle anna plz,Positive
@rithikshetty4693  😂I think yavu unthaganandh darmogu nachikettunu dayeg ..,Negative
I agree with vijayanna...,Not Tulu
"ಕಟಪಾಡಿದ ಕ್ಯಾಥರೀನ್ ರೋಡ್ರಿಗಸ್ ತುಳುತ ಪುಗಾರ್ತೆದ ನಾಟಕಕಾರ್ತಿ. ಮೇರ್ 50ರ್ದ್ ಲಾ ಹೆಚ್ಚ ತುಳು ನಾಟಕ ಬರೆತೆರ್. 
#KooInTulu
#ನಮ್ಮ_ತುಳುವೆರ್ ",Neutral
song  panpunare  santhu  atthe,Neutral
"""In search of 'pukuli'",Not Tulu
VA joli VA joli,Positive
Yannamegge yankul... Comedy drama masth malda.. Yakshagana also... U peoples r lucky..,Positive
Onchurandala buddi bathundu ponnagu 😂😂😂😂😂 give respect take respect 😂😂😂,Positive
Comment English alli yake kannada gottilva😂,Not Tulu
0:00 wht kind of music tht.. can u suggest any one tht song nme.. plz..,Mixed
The writer is exlent.,Not Tulu
"ತುಳುನಾಡ್‌‌ಗ್ ವಿಶೇಷವಾಯಿನ ಇತಿಹಾಸ ಉಪ್ಪುಲೆಕ್ಕನೆ ತುಳುಬಾಸೆಗ್ಲ  ೩೦೦೦ ವರ್ಷ ಪಿರಾಕ್‌ದ ಇತಿಹಾಸ ಉಂಡು ತುಳುವ ಮಣ್ಣ್ ದ ಕಮ್ಮೆನ‌, ತುಳುವೆರೆ ಸ್ವರೊನ್ ಲೊಕೊರ್ಮೆ ಕೆನಾಗ ಪನ್ಪಿನ ಉದ್ದೇಸೊ. 

#TuluofficialinKA_KL",Neutral
Vundu yepa ayiney yenkleg gotthijji,Mixed
Chain business (Network marking ) da vishya d onji Thamashe factory malpi,Positive
Masth yedde athund sundeepere 5oo fine da au spr,Positive
International 😂😂 over 😂😂 acting 😂😂 girl 😂😂 on 😂😂 vlog 😂 😂,Not Tulu
Dheeraj rai super bhagavathike ysksha rasa avaru beku,Not Tulu
"ಪೊಲಿಮಣೆ ಮಣ್ಣ್ ದ ನೆಲನ್ ಗಟ್ಟಿ ಮಲ್ಪುನ ಮರತ್ತ ಸೊತ್ತು. ಪಜ್ಜಿ ಜಾಲ್, ಗೋಡೆ, ನೆಲ ತಟ್ಟ್ ಮಲ್ಪೆರೆ ಪೊಲಿಮಣೆನ್ ಗಲಸುವೆರ್. ಕಾಯೆರ್ ದ ಮರತ್ತ ತುಂಡುಡ್ ಪೊಲಿಮಣೆನ್ ಮಲ್ಪುವೆರ್.

#TuluvaAntiques
#KooInTulu ",Neutral
Very nice song sister radhe radhe 👍👍👍👍🙏🙏🙏🙏,Not Tulu
"ಬಂಟ್ವಾಳೊಡು ""ತುಲು ಲಿಪಿ ಕಲ್ಪುನ ಕಜ್ಜಕೊಟ್ಯ""

#TuluScriptClass #TuluScript #TuluLipi #TuluBaravu #TuluBarahu #Bantwala #JaiTulunad #TulunadaYuvaSene ",Neutral
Short prasangagalu chEnglishnagi barutti e. Tumba santosha.,Not Tulu
Dheg mare Kannada song da maryadi deppuvar .av daada music,Negative
"Hats up Daijji World tv""",Not Tulu
No bro they won't upload this movie,Not Tulu
"Bore apundu saav""",Negative
Experienced in Bajil 😂🤣,Not Tulu
ಅಯ್ಯೋ ದೇವಾ ತೆಳ್ತು ತೆಳ್ತು ಸಾಕಂಡು 😂😂👌👌 ಕಾಮಿಡಿ 😂,Positive
bupper pura paterver mare karma.  inchi sav da film manpvar nikulu.   thu,Negative
Arjun Anna all my favorite stars happy to see you ️️️,Positive
"ತನ್ಕುಲೆ ಬುಲೆಕ್ಲೆಗ್ ಕಣ್ಣ್ ಬೂರ್ಯೆರ ಬಲ್ಲಿ, ಸೀಕ್ ಬರ್ರೆ ಬಲ್ಲಿ ಪಂದ್ ಆಟಿದ ಅಮಾಸೆದಾನಿ ಕಾಯೆರ್ ಅತ್ತ್ಂಡ ಕಳ್ಳಿನ್ ಕಂಡೊಡ್ ನಡ್ಪುನ ಕಿರಮ ತುಳುವೆರೆಡ ಉಂಡು.
#ಆಟಿದ_ಅಮಾಸೆ
#KooInTulu ",Neutral
No one can beat him ...❤️❤️❤️❤️ rai sir 💐💐💐,Not Tulu
"Keep entertaining us 😍""",Not Tulu
Next show d santhu n thojapyijinda bor mandeg aaani hakara und🤬😡😡😡🥳🥳,Negative
ಬಾರಿ ಪೊರ್ಲು ಆತುಂಡು,Positive
Mast vedio padle pls...,Positive
"next Dabang 3 and Yeh dil hai mushkil film da review manpule.""",Neutral
@darknightgaming4908  enna number ereg daye,Negative
Akka Tulu Comedy Nataka  Part 2 https://youtu.be/8BBn166dViQ,Positive
"#TuluScriptNameBoard
#TuluLipi #TuluScript 
#TuluBaravu #TuluBarahu

",Not Tulu
I love this performence,Not Tulu
Thanks prasamsha.masth dinot kathond ethe,Positive
"Moving on is Xtraordinady♥️♥️""",Not Tulu
"""kattapa bahubali n dayeg kerini",Neutral
"Movie du Thrill ejji , comedy over athundu , #Jai_TULUNAD",Negative
"ಅಜಮರ ನೆನ್ನ್ ಅಜಮ್ಮರ, ತಜಮರ ಪಂದ್ ಲೆಪ್ಪುವೆರ್. ಉಂದು ಒಂಜಿ ತಜಪೆರೆ ಬೊಡಾದ್ ಮಾಂತಿನ ಅಯಾತೊ ಅಕಾರೊ ಅತ್ತಂಡ ಉರುಂಟು ಆದ್ ಇಪ್ಪುನ ಮರತ ತುಂಡು. ಅಂದಾಜಿ ೧೫-೨೦ ಸೆಂ.ಮೀ. ಅಗೆಲ ವ್ಯಾಸೊ ಇಪ್ಪುಂಡು. ಒಂಜಿ ಪೀಟ್ ಉದ್ದ ಇಪ್ಪುಂಡು.
#ನಮ್ಮ_ಸೊತ್ತು ",Neutral
Sai bhaktharige novu koduva ee comedy agathya ella...sai ram,Not Tulu
Vidio spr undu advertisement chur jaasti undu😁,Positive
Padil sir uppunagada video ittunda upload malpule sir,Positive
Wow mast shoku attndh ..swamy ajja,Positive
ಮಸ್ತ್ ಕಾಮಿಡಿ ಇತ್ತುಂಡು ತೆಲ್ತ್ ತೆಲ್ತ್ ಸಾಕಾಂಡ್,Positive
@thejaswinimr4122  daye copy malpover,Neutral
Wowwww moment🎉🎉🎉 ❤ nic rakshitha.. Meet avodindhapund sister iren.,Positive
"ತುಳು ಬರವುಮಾಲೆದ 16ನೇ ಅಚ್ಚರ: Ō, ಓ, ഓ

#TuluBaravu
#ReviveTuluScript ",Neutral
Minnaram is a good movie 🤟🤟🤟,Not Tulu
"""expecting somrthing from u in final,,,, class concept""",Not Tulu
video padle sir,Positive
ಯಾನೋರಿ ಬರೋಲಿಯ ನಾಟಕದ ಅಡಿಯೊ ಇತ್ತುಂಡ ಪಾಡ್ಲೆ ಅಣ್ಣ..,Mixed
ooooooo....deva kuch kuch hota heiii.....,Not Tulu
Super movie yenna esta hero ❤️❤️,Positive
Achchaa thu.. Kukkula deethije gonkula deethije😝😝,Not Tulu
Asal kaikulu Seriald undhu Yeddethnd,Positive
ಬಾರಿ ಷೋಕು ಆತ್ಂಡ್,Positive
poti mitth barbujjiwa marl marre,Negative
This is the best standup I hav saw ♥️,Not Tulu
Deepak rai best actor in innocence role,Not Tulu
Super aathn story nanala onthe korle onji ending la  korle bro  👏👏👏👏👏👏👍,Mixed
Wow very beautiful song bhai,Not Tulu
super like...telith telith sakand.....,Positive
"ಬಂಟ್ವಾಳದ ನಾವೂರಡ್ ನಡತಿನ  ತುಲು ಲಿಪಿ ಪರೀಕ್ಷೆದ ಫಲಿತಾಂಶ

#ನಾವೂರ

#TuluScriptExam
#TuluScriptExamResult
#TuluScriptLearningClass
#BTLK #BaleTuluLipiKalpuga
#TuluScript #TuluLipi #TuluBaravu #TuluBarahu #JaiTulunad #TuluAcademy #Tulunad #Bantwala #Navoora ",Neutral
kitta kitta super song. super devadhas kapikad.,Positive
"ಸೂಂತ್ಲಾಡಿ ಬರ್ಕೆನ್ ಮಂತ್ರಜಾವತೆನ ಮೂಲ ಪಂದ್ ಪನ್ಪೆರ್.
#KooInTulu
#ನಮ್ಮ_ಊರು ",Neutral
@j.j...4136  nama ettina bele ne potundu. Bokka kaas olta 🙄🙄,Neutral
Already subscribed aditthnda nanora ottodaa??😂😂,Neutral
"ಕುರುಬನ ಹೃದಯದಲ್ಲಿ ಪ್ರೀತಿ ಜಾಸ್ತಿ... 🥰❤""",Not Tulu
Double meaning jasthi and,Negative
Super msg Anna namaskara nikale,Positive
hai tulu nad namaste,Positive
ಸಂತು ಅಭಿಮಾನಿ ಬಳಗಕ್ಕೆ ಜೈ ಜೈ ಜೈ 🚩🚩🚩,Not Tulu
"""Devdass kapikkad is wonderful actor singer all type joker in tulu movie",Not Tulu
Yanchina comedy super I like this vedio  chips kalvere super,Positive
ಸಂತು ಎಲ್ಲಿ ?? 🙄,Not Tulu
One of a best comedian....,Positive
Only Overacting like a little kid🤣😂🤣😂🤣,Not Tulu
Super kariya arpith super shewetha dodda,Positive
Other people are get,Not Tulu
"Orthi Thelupini Thither, ei  muji Janarottigu Thellthonddulla, enkke Nachigeappunddiya 🙄😇😅😂""",Mixed
Harini d Dada punch ithund... kaali double meaning mathra...,Negative
Ayena amme malla PILI,Mixed
Wow super yakshagana..,Positive
Andh anna.... Kudla dakulu ovekla kammi ejjer,Neutral
Mande beccha pura kammi apundu undu comedy kenda,Positive
"very nice yaxaganadakulu saiter, i like kapikad",Mixed
Jai tulunad. Jai nama tulu basha ️️,Positive
Gud team kudla kusal my favorite actor is ravi ramkunja,Positive
RT @DrDineshShetty: ತುಳುವಪ್ಪೆನೆ ಜೋಕುಲ್ ಮಾತಾ ಒಟ್ಟಾದ್ ಬಿಸು ಪರ್ಬದ ಎಡ್ಡೆ ದಿನತಾನಿ ಎನ್ನ ತುಳುನಾಡ್ದ ಪೆರ್ಮೆದ ಊರು ರೆಂಜಾಳಡ್ ತುಳುಲಿಪಿನ್ ಬಿತ್ತ್ ಪಾಡ್ನ…,Neutral
Undh kelsa dhaantina aachari da bele....fukat advice korpina janukul 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,Negative
Foreign da😃😃😃👌 Good message with comedy Enjoyed,Positive
Onthe dinat gottapundu. Modina respect,Mixed
ಉತ್ತಮ ಸಂದೇಶ ನೀಡುವ ಫಿಲಂ,Not Tulu
6K VIEWS 700 LIKS 🙄,Not Tulu
Tvdu indu barpunda? Ethu gantegu panle sir,Neutral
केटि को रोल नि राखेको भए झन दामि हुन्थ्यो ।,Not Tulu
"""Paapa mare, aye athe kushite panondulle. puculi ge bethe artha uppu. Nama thelupuva.""",Neutral
Haha a preety nice reporter,Not Tulu
Anna eer record aathundaand toovare ponaga pura ad barondittund maare. Av waa namuneda magic maare..😂😂😂,Neutral
Yer Dada malter .. Ajji pulli Na mokeda patera ...,Neutral
ತುಳುನಾಡುದ 4 ಬೊಳ್ಳಿಳು,Neutral
ರಮೇಶ್ ಮಾಸ್ಟರ್ ಬಿ.ಸಿ ರೋಡು ಸುಪರ್ ಆಕ್ಟಿಂಗ್,Positive
Ful mvi padle plssssss,Positive
Ayena pukulin yerandala Nadh korle,Neutral
"Onam parboda eddeppulu

#Onam #OnamAsamshakal #TuluLipi ",Positive
Love from Telugu 🙏,Not Tulu
ಪಾಪ್ಪನಕುಳೆ chips unda  outstanding,Positive
spr undu... Bolaranne itthina movie yepagla super hit,Positive
Yashraj mukhate of kudla,Neutral
It's not arlindh its arvind bro,Not Tulu
ಕನ್ನಡ ಪಿಕ್ಚರ್ ತೂಪಿನಕುಲೆಗ್ ಆವೊಲಿ...👎👎👎,Mixed
Vikas respect button  ❤,Not Tulu
Yenna meenmbe yenna meen scene from our village..,Neutral
#TuluScriptNameBoard #TuluScript,Not Tulu
Full nataka olu thikkundu....,Neutral
"ಸೂಪರ್', ""Lady judge doesn't know Tulu......"", 'baari shokathandu",Not Tulu
Manglore and udupi guys 🤣🤣🤣🤣🤣🤣🤣🙏,Negative
Next kunne maya baru,Neutral
undu maatra satya,Positive
Bhagavatige super..... Artists  also super,Not Tulu
Fight jaasthi borchi,Mixed
"The diwali without crackers""",Not Tulu
"Mann avoo', ""Where's  Comedy?"", 'Rama mandira atthu ninna ammerna mandira",Negative
Ayena pukuli naaadhu korle yeranda,Neutral
"""Super concept and super acting. Jp sir,deepak sir.""",Not Tulu
"ರಾಮಾಯಣಗ್ ತುಳುವ ಮಣ್ಣ್‌ದ ಕಮ್ಮೆನನ್ ಬೆರಕೆ ಮಲ್ತ್‌ದ್ ಬರೆತಿನ 'ಮಂದಾರ ರಾಮಾಯಣ' ಪನ್ಪಿ ಈ ತುಳು ಮಹಾಕಾವ್ಯೊದ ಬಗ್ಗೆ ನಿಕುಲೆಗ್ ಗೊತ್ತುಂಡೇ?
#KooInTulu 
#ನಿಕುಲೆಗ್_ಗೊತ್ತುಂಡಾ? ",Neutral
Yereg maatha e show msth ista ynna prathi sala comment undhuve,Neutral
Show the face of santu,Not Tulu
Kapikad is legendary aar ettnda bore ejji namakk,Positive
धेरै धेरै धेरै ramro छ,Not Tulu
#WewantSanthu Let's trend this 😅,Not Tulu
Can we pls get the real Santhu back,Not Tulu
"During Jorze fernadis spread his anger by speech.""",Not Tulu
Nicklna yenchina punkda comedy ya byavarcile.nickleg hindu dever nakulu thikniya ya comedy malpere,Negative
Full movie link aki plz,Not Tulu
Mast Mast Superb.............!,Positive
LOVE U DODDA ️️️️️️,Positive
Nijala pothera goa gu,Neutral
Loved his voice. Great Rendering sir. Love from Mangalore❤️ India,Not Tulu
"Undu maltinekk solmelu! ⁦@GoogleIndia⁩ bokka ⁦@Google⁩ 

Remembering UR Rao for his contribution to science. ",Positive
MIK- Manded Kujal Ejji ..!@,Neutral
Mulpa Nadiya sikkji,Mixed
ಸ್ವಾಮಿ ಕೊರಗಜ್ಜನ್ ನಮ್ದುಲೆ,Positive
"any tuluvers 😎👇""",Not Tulu
Good work broii.. 🔥 waiting for next video ❤,Not Tulu
Puura ok...bt aa board dd derpun...avve comedy aapun..karmada show...,Negative
"""ಬಾರಿ ಪೊರ್ಲು ಪ್ರವೀಣ್ ಮರ್ಕಮೆ ಕೂಟದ ಕಾಮಿಡಿ",Positive
Full movie bodu bro,Positive
Sound sari ella sir 👍👍,Not Tulu
"ಕೂಳೂರುಡು ಮುಗಿತಲ ಲೇಸ್
#TuluLipi #TuluScript #TuluBaravu #TuluBarahu #JaiTulunad #BTLK #TuluScriptLearningClass #BaleTuluLipiKalpuga #Kudla #kooloor  #Jaitulunad #TuluAcademy ",Neutral
@adarshshetty4762  Andaye avle unda anda.. 😂🤣🤣🤣,Neutral
Bari porlu athnd materla laik acting maldar,Positive
"ಭಾರಿ ಪೊರ್ಲು  ಅತ್ನ್ಡ್.  ನನಲಾತ್  ಎಡ್ಡೆ  ಸಾಹಿತ್ಯ, swara  sayonjane ade barad",Positive
Imbe malla rana kudi ...bottle pannaga baidd neer barpundu 😂😂,Neutral
acting supr marre shtre bka raikulna,Positive
